1.15E-01,1.95E-03
1.17E-01,4.26E-03
1.20E-01,4.20E-02
1.22E-01,6.39E-02
1.25E-01,6.94E-02
1.28E-01,4.78E-02
1.30E-01,2.28E-02
1.33E-01,1.52E-03
1.35E-01,1.03E-02
1.38E-01,9.13E-03
1.40E-01,4.87E-03
1.42E-01,3.05E-03
1.45E-01,1.83E-03
