7.50E-02,-5.91E-03
7.75E-02,5.33E-02
8.00E-02,6.08E-02
8.25E-02,5.48E-02
8.50E-02,4.42E-02
8.75E-02,-5.03E-03
9.00E-02,7.02E-03
9.25E-02,1.61E-02
9.50E-02,7.56E-03
9.75E-02,6.70E-03
1.00E-01,4.29E-03
1.02E-01,-1.47E-03
1.05E-01,2.76E-03
1.07E-01,1.48E-03
1.10E-01,-3.12E-04
