1.25E-01,4.38E-04
1.28E-01,4.30E-02
1.30E-01,4.45E-02
1.33E-01,3.06E-02
1.35E-01,1.53E-02
1.38E-01,1.18E-02
1.40E-01,6.65E-03
1.42E-01,1.76E-03
1.45E-01,3.91E-03
1.47E-01,1.65E-03
1.50E-01,2.63E-03
1.52E-01,1.35E-03
1.55E-01,-3.44E-04
1.58E-01,5.86E-04
1.60E-01,-5.90E-04
1.63E-01,-3.90E-04
1.65E-01,-1.44E-04
1.68E-01,1.57E-03
